"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"1.GTF2B",3.5438318946035e-13,0.512168918432651,0.294,0.281,9.19128240184364e-09,"1","GTF2B"
"1.CTSA",9.5590202420226e-13,0.580493297282727,0.252,0.24,2.47922748997098e-08,"1","CTSA"
"1.RBPJ",2.08402184398437e-11,0.541756373682198,0.291,0.285,5.40511905455787e-07,"1","RBPJ"
"1.GLUD1",1.9608006773808e-08,0.620878730228149,0.251,0.246,0.000508553263685485,"1","GLUD1"
"1.NCOR1",1.51991089269998e-07,0.516622988295739,0.29,0.295,0.00394204089130668,"1","NCOR1"
"1.UBE2A",1.88192023298228e-07,0.625333976485267,0.249,0.251,0.00488094831626285,"1","UBE2A"
"1.MAGOH",6.60120990314539e-07,0.503331540635136,0.25,0.249,0.0171208980047979,"1","MAGOH"
"1.NR4A1",0.256337794577359,0.518243284114093,0.336,0.365,1,"1","NR4A1"
"2.TIGIT",0,2.67470263574365,0.609,0.135,0,"2","TIGIT"
"2.TNFRSF4",0,4.31005128616631,0.528,0.069,0,"2","TNFRSF4"
"2.CTLA4",0,3.56295771383367,0.526,0.07,0,"2","CTLA4"
"2.DUSP4",0,1.9754832192654,0.733,0.286,0,"2","DUSP4"
"2.BATF",0,3.02981918480113,0.6,0.16,0,"2","BATF"
"2.TNFRSF18",0,3.36539654637657,0.514,0.081,0,"2","TNFRSF18"
"2.CD2",0,1.35652112284769,0.769,0.393,0,"2","CD2"
"2.ARID5B",0,2.00604613109372,0.631,0.259,0,"2","ARID5B"
"2.SPOCK2",0,1.76185003090643,0.565,0.211,0,"2","SPOCK2"
"2.FOXP3",0,5.26273110968289,0.363,0.014,0,"2","FOXP3"
"2.CD3D",0,0.960217569817229,0.757,0.412,0,"2","CD3D"
"2.IL32",0,1.74699846737498,0.828,0.483,0,"2","IL32"
"2.ICOS",0,1.91651923254447,0.493,0.161,0,"2","ICOS"
"2.CD27",0,1.73993991185541,0.543,0.22,0,"2","CD27"
"2.LTB",0,1.81755500626991,0.659,0.341,0,"2","LTB"
"2.CD3E",0,0.741202161722057,0.78,0.466,0,"2","CD3E"
"2.TRAC",0,1.57331257541858,0.586,0.277,0,"2","TRAC"
"2.AC133644.2",0,3.69936982165882,0.329,0.038,0,"2","AC133644.2"
"2.PMAIP1",0,2.17923423852385,0.485,0.196,0,"2","PMAIP1"
"2.TBC1D4",0,3.25648880266224,0.347,0.063,0,"2","TBC1D4"
"2.CARD16",0,2.05491047646969,0.525,0.251,0,"2","CARD16"
"2.TRBC2",0,1.07161235985232,0.6,0.327,0,"2","TRBC2"
"2.LAT",0,1.32162902383663,0.483,0.215,0,"2","LAT"
"2.RGS1",0,1.04476219726197,0.793,0.542,0,"2","RGS1"
"2.LCK",0,0.971374005594851,0.527,0.28,0,"2","LCK"
"2.BIRC3",0,1.22630440462175,0.628,0.389,0,"2","BIRC3"
"2.SKAP1",0,1.27384080260507,0.431,0.194,0,"2","SKAP1"
"2.ITM2A",0,1.25865381705945,0.473,0.24,0,"2","ITM2A"
"2.TNFRSF9",0,2.83681563465044,0.287,0.057,0,"2","TNFRSF9"
"2.CD7",0,0.825226311460242,0.594,0.364,0,"2","CD7"
"2.SH2D2A",0,1.45993246385718,0.395,0.166,0,"2","SH2D2A"
"2.GK",0,2.57256539811751,0.349,0.12,0,"2","GK"
"2.IL2RA",0,3.65583790832064,0.275,0.048,0,"2","IL2RA"
"2.SOD1",0,1.24071170651066,0.81,0.586,0,"2","SOD1"
"2.CORO1B",0,1.76221404461113,0.472,0.252,0,"2","CORO1B"
"2.RHBDD2",0,1.75496086829608,0.398,0.18,0,"2","RHBDD2"
"2.IL2RG",0,1.09329944533871,0.678,0.461,0,"2","IL2RG"
"2.CD247",0,1.00416668558286,0.412,0.197,0,"2","CD247"
"2.PHLDA1",0,1.15075023832483,0.479,0.264,0,"2","PHLDA1"
"2.RORA",0,1.15487690502497,0.399,0.185,0,"2","RORA"
"2.SIRPG",0,1.97433106660787,0.294,0.08,0,"2","SIRPG"
"2.TRBC1",0,1.11145368621608,0.441,0.24,0,"2","TRBC1"
"2.CLEC2D",0,1.12175312034224,0.435,0.238,0,"2","CLEC2D"
"2.PIM2",0,1.55680678208673,0.388,0.192,0,"2","PIM2"
"2.PBXIP1",0,1.6431531405236,0.325,0.131,0,"2","PBXIP1"
"2.DNPH1",0,1.7024561343938,0.425,0.232,0,"2","DNPH1"
"2.PELI1",0,1.92591009894763,0.349,0.158,0,"2","PELI1"
"2.CACYBP",0,1.35369678065495,0.545,0.355,0,"2","CACYBP"
"2.SH2D1A",0,1.44272933719622,0.323,0.133,0,"2","SH2D1A"
"2.RHOH",0,0.707600760466442,0.575,0.385,0,"2","RHOH"
"2.CD3G",0,0.660892481555707,0.431,0.244,0,"2","CD3G"
"2.SELL",0,1.03097140495089,0.367,0.181,0,"2","SELL"
"2.LBH",0,0.924845225486179,0.434,0.248,0,"2","LBH"
"2.NR3C1",0,1.53231979493329,0.514,0.328,0,"2","NR3C1"
"2.CD28",0,1.84174823104716,0.259,0.075,0,"2","CD28"
"2.TANK",0,1.46511042825554,0.416,0.232,0,"2","TANK"
"2.BTG3",0,1.54876459525665,0.379,0.196,0,"2","BTG3"
"2.TNFRSF1B",0,1.46270923733293,0.465,0.289,0,"2","TNFRSF1B"
"2.TMEM173",0,1.54826392111405,0.334,0.158,0,"2","TMEM173"
"2.S100A4",0,0.947115281821201,0.865,0.691,0,"2","S100A4"
"2.SAMSN1",0,1.06237838150321,0.545,0.372,0,"2","SAMSN1"
"2.SNX9",0,1.59040132546197,0.346,0.174,0,"2","SNX9"
"2.RNF19A",0,0.933539204315517,0.43,0.261,0,"2","RNF19A"
"2.CYTIP",0,0.825119106649634,0.679,0.511,0,"2","CYTIP"
"2.HNRNPLL",0,1.48392344636027,0.304,0.136,0,"2","HNRNPLL"
"2.MIR4435-2HG",0,1.97001664135146,0.288,0.12,0,"2","MIR4435-2HG"
"2.FAS",0,1.75728889644754,0.27,0.103,0,"2","FAS"
"2.CNIH1",0,1.62337295885327,0.379,0.215,0,"2","CNIH1"
"2.STK17B",0,0.84941416572264,0.588,0.424,0,"2","STK17B"
"2.ITK",0,1.05020236022663,0.316,0.153,0,"2","ITK"
"2.TNIK",0,1.7411816583084,0.251,0.089,0,"2","TNIK"
"2.IL6ST",0,1.63275051183521,0.325,0.164,0,"2","IL6ST"
"2.PTTG1",0,1.14328978452079,0.3,0.141,0,"2","PTTG1"
"2.CD82",0,1.15179040542973,0.379,0.22,0,"2","CD82"
"2.CD5",0,1.44934560221121,0.255,0.096,0,"2","CD5"
"2.GBP5",0,1.36320499045615,0.355,0.196,0,"2","GBP5"
"2.EPC1",0,1.03775790196117,0.524,0.366,0,"2","EPC1"
"2.SYNE2",0,0.96275159618091,0.349,0.194,0,"2","SYNE2"
"2.PHTF2",0,1.85970628773076,0.251,0.099,0,"2","PHTF2"
"2.GBP2",0,1.28404519214648,0.372,0.221,0,"2","GBP2"
"2.HTATIP2",0,2.00150747930027,0.289,0.138,0,"2","HTATIP2"
"2.SEPT6",0,0.929406879903458,0.492,0.342,0,"2","SEPT6"
"2.PRDM1",0,1.31555784963285,0.34,0.191,0,"2","PRDM1"
"2.P2RY10",0,1.16643755645281,0.277,0.128,0,"2","P2RY10"
"2.PIK3IP1",0,0.930979967608436,0.349,0.201,0,"2","PIK3IP1"
"2.RAB11FIP1",0,1.61525999786259,0.287,0.14,0,"2","RAB11FIP1"
"2.WHSC1L1",0,1.08525604627398,0.413,0.266,0,"2","WHSC1L1"
"2.RAC2",0,0.676966602676928,0.684,0.539,0,"2","RAC2"
"2.ARL6IP5",0,0.861864134914098,0.604,0.459,0,"2","ARL6IP5"
"2.UGP2",0,1.54329527568426,0.343,0.199,0,"2","UGP2"
"2.GNG2",0,0.695838512085581,0.4,0.258,0,"2","GNG2"
"2.MAF",0,1.47357255870403,0.259,0.117,0,"2","MAF"
"2.PARK7",0,0.880699479530733,0.589,0.447,0,"2","PARK7"
"2.FCMR",0,1.06999982213192,0.276,0.135,0,"2","FCMR"
"2.PRDX2",0,0.931177783763671,0.388,0.247,0,"2","PRDX2"
"2.ETS1",0,1.03369132882016,0.283,0.142,0,"2","ETS1"
"2.PTPRC",0,0.674298070214626,0.811,0.671,0,"2","PTPRC"
"2.STK4",0,0.784102311015097,0.637,0.497,0,"2","STK4"
"2.CCND2",0,1.12040964630094,0.316,0.177,0,"2","CCND2"
"2.ICAM3",0,0.7663280178446,0.406,0.269,0,"2","ICAM3"
"2.C12orf57",0,0.637427174936967,0.6,0.464,0,"2","C12orf57"
"2.GRSF1",0,1.55485025884617,0.309,0.174,0,"2","GRSF1"
"2.TRAF3IP3",0,0.894840003400557,0.36,0.225,0,"2","TRAF3IP3"
"2.OXNAD1",0,0.886350222588459,0.299,0.165,0,"2","OXNAD1"
"2.PKM",0,0.979833642398954,0.54,0.407,0,"2","PKM"
"2.STAT3",0,0.913612089258824,0.516,0.383,0,"2","STAT3"
"2.GATA3",0,1.03588842074235,0.267,0.136,0,"2","GATA3"
"2.LINC00152",0,1.02603706555326,0.363,0.232,0,"2","LINC00152"
"2.PPM1G",0,1.02407786562915,0.372,0.242,0,"2","PPM1G"
"2.UCP2",0,1.07348539609234,0.508,0.378,0,"2","UCP2"
"2.CXCR3",0,0.991805614513628,0.279,0.151,0,"2","CXCR3"
"2.ZNF292",0,1.35905134424866,0.279,0.152,0,"2","ZNF292"
"2.SIT1",0,1.03082525390687,0.253,0.126,0,"2","SIT1"
"2.ZBTB38",0,1.45194328877814,0.279,0.153,0,"2","ZBTB38"
"2.OPTN",0,0.879117371912849,0.325,0.199,0,"2","OPTN"
"2.NDUFV2",0,0.986025499402344,0.498,0.372,0,"2","NDUFV2"
"2.ANAPC16",0,0.73020794836961,0.541,0.416,0,"2","ANAPC16"
"2.OCIAD2",0,0.55217592798542,0.38,0.255,0,"2","OCIAD2"
"2.PGAM1",0,0.852548776591297,0.47,0.346,0,"2","PGAM1"
"2.NOP58",0,1.06662343014021,0.343,0.22,0,"2","NOP58"
"2.MAT2B",0,1.11962991431139,0.324,0.203,0,"2","MAT2B"
"2.USP15",0,0.95576703771962,0.399,0.28,0,"2","USP15"
"2.CALM3",0,0.725536857530563,0.468,0.35,0,"2","CALM3"
"2.CREM",0,0.681582278804741,0.626,0.508,0,"2","CREM"
"2.CIRBP",0,0.694007628367046,0.709,0.593,0,"2","CIRBP"
"2.GMFG",0,0.671086405730444,0.594,0.478,0,"2","GMFG"
"2.SUMO2",0,0.674027879769518,0.782,0.667,0,"2","SUMO2"
"2.LYST",0,0.974323894191405,0.261,0.147,0,"2","LYST"
"2.PRKCH",0,0.726543850143189,0.283,0.169,0,"2","PRKCH"
"2.NDFIP1",0,0.759373717841293,0.458,0.345,0,"2","NDFIP1"
"2.ISG20",0,0.538583387047052,0.557,0.444,0,"2","ISG20"
"2.FAM129A",0,1.15893558946635,0.265,0.152,0,"2","FAM129A"
"2.PTPN22",0,0.687450652615308,0.318,0.206,0,"2","PTPN22"
"2.CDKN1B",0,0.786471255664158,0.37,0.258,0,"2","CDKN1B"
"2.CFLAR",0,0.955807183519961,0.416,0.306,0,"2","CFLAR"
"2.UBE2B",0,0.984492137175114,0.509,0.399,0,"2","UBE2B"
"2.C9orf16",0,0.912873278079911,0.496,0.386,0,"2","C9orf16"
"2.LSP1",0,0.522078718528189,0.584,0.475,0,"2","LSP1"
"2.GALM",0,1.1949902810834,0.257,0.15,0,"2","GALM"
"2.YWHAB",0,0.675971351598169,0.637,0.53,0,"2","YWHAB"
"2.ENO1",0,0.680304014711243,0.516,0.412,0,"2","ENO1"
"2.PPP1R2",0,0.755060179564973,0.526,0.422,0,"2","PPP1R2"
"2.PTPN7",0,0.772017780748425,0.302,0.198,0,"2","PTPN7"
"2.CTSC",0,0.600550807542789,0.455,0.352,0,"2","CTSC"
"2.TTC39C",0,0.935385409483788,0.258,0.156,0,"2","TTC39C"
"2.SRP14",0,0.559577299310936,0.791,0.69,0,"2","SRP14"
"2.AHSA1",0,1.005586273341,0.319,0.219,0,"2","AHSA1"
"2.JAK1",0,0.706144608648955,0.507,0.408,0,"2","JAK1"
"2.UBE2D2",0,0.649689525374878,0.546,0.447,0,"2","UBE2D2"
"2.EPSTI1",0,0.934539383731666,0.336,0.238,0,"2","EPSTI1"
"2.GPBP1",0,0.646255601631493,0.504,0.406,0,"2","GPBP1"
"2.DOK2",0,0.750634601595819,0.37,0.272,0,"2","DOK2"
"2.CD4",0,1.02215544451869,0.264,0.167,0,"2","CD4"
"2.MRPS6",0,0.745397909904714,0.376,0.279,0,"2","MRPS6"
"2.PSMB8",0,0.653617788731492,0.487,0.391,0,"2","PSMB8"
"2.SH3KBP1",0,0.748677572724477,0.346,0.25,0,"2","SH3KBP1"
"2.TERF2IP",0,0.620247576403019,0.396,0.301,0,"2","TERF2IP"
"2.CNOT6L",0,0.667578089916438,0.311,0.216,0,"2","CNOT6L"
"2.FKBP1A",0,0.628298249983677,0.467,0.376,0,"2","FKBP1A"
"2.SOCS1",0,0.524360732865578,0.421,0.33,0,"2","SOCS1"
"2.FAM107B",0,0.905673958173666,0.302,0.212,0,"2","FAM107B"
"2.NAP1L4",0,0.872106368356033,0.271,0.182,0,"2","NAP1L4"
"2.LIMD2",0,0.576488855894175,0.546,0.458,0,"2","LIMD2"
"2.TNIP1",0,0.958311574663437,0.279,0.192,0,"2","TNIP1"
"2.CHORDC1",0,0.775089482822906,0.316,0.229,0,"2","CHORDC1"
"2.CDC42SE2",0,0.564928783219345,0.373,0.287,0,"2","CDC42SE2"
"2.DEDD2",0,0.948633636118239,0.268,0.182,0,"2","DEDD2"
"2.IQGAP1",0,0.802886550356659,0.36,0.274,0,"2","IQGAP1"
"2.SEC11C",0,0.525600203052565,0.347,0.261,0,"2","SEC11C"
"2.HBP1",0,0.770340062671727,0.275,0.19,0,"2","HBP1"
"2.RHOF",0,0.612137723608492,0.274,0.189,0,"2","RHOF"
"2.HMGN1",0,0.516086933978553,0.572,0.487,0,"2","HMGN1"
"2.HNRNPK",0,0.518485140250984,0.562,0.478,0,"2","HNRNPK"
"2.PSIP1",0,0.714767489888975,0.272,0.188,0,"2","PSIP1"
"2.PSMB1",0,0.593852316622348,0.467,0.384,0,"2","PSMB1"
"2.RPS27L",0,0.78213688476747,0.492,0.409,0,"2","RPS27L"
"2.LINC-PINT",0,0.508125207285041,0.428,0.346,0,"2","LINC-PINT"
"2.ANP32B",0,0.54336960540106,0.491,0.409,0,"2","ANP32B"
"2.HSPH1",0,0.576585325852861,0.528,0.446,0,"2","HSPH1"
"2.SUMO1",0,0.608347392347009,0.425,0.343,0,"2","SUMO1"
"2.UBE2N",0,0.661877888595259,0.363,0.282,0,"2","UBE2N"
"2.DDX24",0,0.537892497275448,0.492,0.411,0,"2","DDX24"
"2.RABGAP1L",0,0.797596971780045,0.268,0.188,0,"2","RABGAP1L"
"2.BRK1",0,0.536146268058331,0.516,0.436,0,"2","BRK1"
"2.BUB3",0,0.591926466625174,0.341,0.261,0,"2","BUB3"
"2.ELOVL5",0,0.656989103062319,0.301,0.221,0,"2","ELOVL5"
"2.AKIRIN2",0,0.901090793881189,0.307,0.227,0,"2","AKIRIN2"
"2.RAP1A",0,0.754680869966615,0.372,0.293,0,"2","RAP1A"
"2.ARID4B",0,0.63146025925651,0.395,0.316,0,"2","ARID4B"
"2.ANXA7",0,0.885492644664799,0.279,0.201,0,"2","ANXA7"
"2.RSRC2",0,0.639479317151258,0.387,0.309,0,"2","RSRC2"
"2.MEAF6",0,0.710879255940766,0.305,0.229,0,"2","MEAF6"
"2.DNAJA1",0,0.642912376330241,0.688,0.612,0,"2","DNAJA1"
"2.ISCU",0,0.677383208113201,0.438,0.363,0,"2","ISCU"
"2.TSPYL2",0,0.597336045798634,0.293,0.218,0,"2","TSPYL2"
"2.HSPD1",0,0.727408642648756,0.579,0.504,0,"2","HSPD1"
"2.PAK2",0,0.752698259968541,0.355,0.28,0,"2","PAK2"
"2.PAIP2",0,0.640186536504684,0.421,0.347,0,"2","PAIP2"
"2.LIMS1",0,0.792998023464625,0.29,0.216,0,"2","LIMS1"
"2.GAPDH",0,0.633825780340936,0.948,0.874,0,"2","GAPDH"
"2.TPR",0,0.77402405268487,0.33,0.257,0,"2","TPR"
"2.PSMB3",0,0.59919060891039,0.401,0.328,0,"2","PSMB3"
"2.RHOG",0,0.588253202866155,0.413,0.34,0,"2","RHOG"
"2.SF3B1",0,0.623105863960549,0.372,0.301,0,"2","SF3B1"
"2.ANXA6",0,0.54938637964133,0.309,0.239,0,"2","ANXA6"
"2.ATPIF1",0,0.62161439279142,0.426,0.357,0,"2","ATPIF1"
"2.CLK1",0,0.569881590261008,0.427,0.358,0,"2","CLK1"
"2.RBPJ",0,0.778378384861095,0.348,0.279,0,"2","RBPJ"
"2.UBC",0,0.763043284291667,0.905,0.837,0,"2","UBC"
"2.CCT3",0,0.650065596191099,0.337,0.269,0,"2","CCT3"
"2.ARID5A",0,0.668553378499552,0.309,0.241,0,"2","ARID5A"
"2.HLA-F",0,0.568815469879614,0.39,0.322,0,"2","HLA-F"
"2.DEF6",0,0.642896039860593,0.269,0.201,0,"2","DEF6"
"2.ANKRD12",0,0.574655771591945,0.493,0.425,0,"2","ANKRD12"
"2.PLIN2",0,0.696562397477915,0.292,0.224,0,"2","PLIN2"
"2.CCNI",0,0.534427636036832,0.743,0.675,0,"2","CCNI"
"2.CUTA",0,0.596827531631232,0.461,0.394,0,"2","CUTA"
"2.MRPL18",0,0.772882140224866,0.351,0.284,0,"2","MRPL18"
"2.PPP1CC",0,0.831093336569718,0.33,0.263,0,"2","PPP1CC"
"2.SYF2",0,0.609608514897885,0.32,0.254,0,"2","SYF2"
"2.HSPE1",0,0.725006964254767,0.656,0.591,0,"2","HSPE1"
"2.DYNLRB1",0,0.606514603815633,0.386,0.321,0,"2","DYNLRB1"
"2.HCLS1",0,0.505324111175228,0.452,0.388,0,"2","HCLS1"
"2.TAP1",0,0.501287356247359,0.379,0.315,0,"2","TAP1"
"2.G3BP2",0,0.655281337277694,0.342,0.279,0,"2","G3BP2"
"2.BTN3A2",0,0.627081333306378,0.261,0.198,0,"2","BTN3A2"
"2.ZFAND2A",0,0.673683657158769,0.264,0.201,0,"2","ZFAND2A"
"2.ATRX",0,0.581847221728796,0.349,0.286,0,"2","ATRX"
"2.CCT4",0,0.621321710281313,0.373,0.311,0,"2","CCT4"
"2.GLRX",0,0.855984722356642,0.333,0.271,0,"2","GLRX"
"2.GLUD1",0,0.656858442837684,0.302,0.24,0,"2","GLUD1"
"2.MTHFD2",0,0.805488768972269,0.3,0.239,0,"2","MTHFD2"
"2.HNRNPH3",0,0.569115769680588,0.307,0.246,0,"2","HNRNPH3"
"2.SLBP",0,0.567871712490399,0.289,0.228,0,"2","SLBP"
"2.HSP90AB1",0,0.570913586286605,0.831,0.77,0,"2","HSP90AB1"
"2.AIP",0,0.679745896239287,0.268,0.208,0,"2","AIP"
"2.SMAP2",0,0.758373541622834,0.261,0.203,0,"2","SMAP2"
"2.RAD21",0,0.555663120796679,0.271,0.214,0,"2","RAD21"
"2.TSC22D4",0,0.625184312996292,0.253,0.196,0,"2","TSC22D4"
"2.TBCB",0,0.651760853890098,0.318,0.261,0,"2","TBCB"
"2.GCC2",0,0.561048313592241,0.284,0.227,0,"2","GCC2"
"2.CSK",0,0.675389274698028,0.271,0.215,0,"2","CSK"
"2.COX17",0,0.701508732348509,0.314,0.258,0,"2","COX17"
"2.TAX1BP1",0,0.554505149505469,0.376,0.32,0,"2","TAX1BP1"
"2.EID1",0,0.587670916177534,0.363,0.307,0,"2","EID1"
"2.WDR1",0,0.54121354078036,0.336,0.282,0,"2","WDR1"
"2.MPHOSPH8",0,0.526093644349433,0.317,0.263,0,"2","MPHOSPH8"
"2.PIM3",0,0.711059465797969,0.329,0.275,0,"2","PIM3"
"2.ERH",0,0.508665810923232,0.405,0.352,0,"2","ERH"
"2.IFI16",0,0.542649813325833,0.411,0.358,0,"2","IFI16"
"2.VMP1",0,0.556913761602088,0.338,0.286,0,"2","VMP1"
"2.MDH1",0,0.569614088248335,0.262,0.21,0,"2","MDH1"
"2.ANXA11",0,0.50062818294315,0.388,0.336,0,"2","ANXA11"
"2.LPXN",0,0.597030062871191,0.271,0.221,0,"2","LPXN"
"2.PSMC5",0,0.632927200901916,0.28,0.23,0,"2","PSMC5"
"2.APBB1IP",0,0.516080648117586,0.324,0.274,0,"2","APBB1IP"
"2.PSMD8",0,0.528885412209301,0.36,0.31,0,"2","PSMD8"
"2.NUDC",0,0.654327294380939,0.292,0.243,0,"2","NUDC"
"2.PEBP1",0,0.508665135115611,0.425,0.376,0,"2","PEBP1"
"2.SDF4",0,0.676348792367743,0.305,0.257,0,"2","SDF4"
"2.MRFAP1",0,0.573861846634055,0.284,0.236,0,"2","MRFAP1"
"2.TNFAIP8",0,0.645554403479111,0.311,0.263,0,"2","TNFAIP8"
"2.PPP1R12A",0,0.51713183363717,0.278,0.232,0,"2","PPP1R12A"
"2.VCP",0,0.533123236319189,0.354,0.308,0,"2","VCP"
"2.MYCBP2",0,0.582690055407659,0.286,0.24,0,"2","MYCBP2"
"2.SCAND1",0,0.68530068919676,0.343,0.299,0,"2","SCAND1"
"2.IGBP1",0,0.585517982877694,0.254,0.21,0,"2","IGBP1"
"2.TNFRSF14",0,0.640909020016162,0.296,0.252,0,"2","TNFRSF14"
"2.PSMA5",0,0.512089142451531,0.294,0.251,0,"2","PSMA5"
"2.IL10RA",0,0.632182827708128,0.312,0.269,0,"2","IL10RA"
"2.TMCO1",0,0.558493777151524,0.263,0.222,0,"2","TMCO1"
"2.OTUB1",0,0.569725631915299,0.265,0.224,0,"2","OTUB1"
"2.HLA-A",0,0.761988791937794,0.947,0.906,0,"2","HLA-A"
"2.ZFAND5",0,0.61468866473227,0.391,0.351,0,"2","ZFAND5"
"2.RANBP1",0,0.534195753593738,0.29,0.251,0,"2","RANBP1"
"2.TBRG1",0,0.509890578812118,0.278,0.24,0,"2","TBRG1"
"2.GTF3C6",0,0.585212229230223,0.262,0.228,0,"2","GTF3C6"
"2.RAB11B",0,0.601904057396897,0.252,0.218,0,"2","RAB11B"
"2.ADRM1",0,0.508735508983512,0.282,0.248,0,"2","ADRM1"
"2.PHPT1",0,0.585237152374329,0.292,0.263,0,"2","PHPT1"
"2.MRPL33",2.22044604925031e-16,0.557760856338878,0.254,0.218,5.75894887333561e-12,"2","MRPL33"
"2.VOPP1",2.22044604925031e-16,0.627584423010894,0.254,0.222,5.75894887333561e-12,"2","VOPP1"
"2.CLTB",6.66133814775094e-16,0.516823019320502,0.265,0.234,1.72768466200068e-11,"2","CLTB"
"2.UQCRC2",5.77315972805081e-14,0.521637312321996,0.252,0.222,1.49732670706726e-09,"2","UQCRC2"
"2.NFE2L2",8.21565038222616e-14,0.502321694546428,0.309,0.283,2.13081108313418e-09,"2","NFE2L2"
"2.NOL7",5.72208946891806e-13,0.509113915292954,0.273,0.246,1.48408112465859e-08,"2","NOL7"
"2.BAX",1.10444986489711e-12,0.528605712107298,0.295,0.27,2.86450116959713e-08,"2","BAX"
"2.PSMB2",1.43818290609943e-12,0.506218278436537,0.262,0.235,3.73007118525948e-08,"2","PSMB2"
"2.LINC01420",9.04760710795927e-11,0.523637967965513,0.253,0.23,2.34658737952032e-06,"2","LINC01420"
"2.JUND",0.638991683411675,0.642963085370592,0.343,0.38,1,"2","JUND"
"3.C1QC",0,5.71912436518372,0.899,0.05,0,"3","C1QC"
"3.C1QA",0,5.63482357000952,0.903,0.056,0,"3","C1QA"
"3.C1QB",0,5.69377937118981,0.901,0.057,0,"3","C1QB"
"3.FCER1G",0,3.45914163431104,0.954,0.13,0,"3","FCER1G"
"3.CD68",0,4.6424646585066,0.909,0.088,0,"3","CD68"
"3.AIF1",0,3.61438995649767,0.917,0.098,0,"3","AIF1"
"3.TYROBP",0,3.51021846757581,0.972,0.153,0,"3","TYROBP"
"3.CST3",0,3.33514441579037,0.948,0.14,0,"3","CST3"
"3.APOE",0,6.38118725945914,0.868,0.097,0,"3","APOE"
"3.MS4A6A",0,4.13165370628905,0.843,0.075,0,"3","MS4A6A"
"3.MS4A7",0,5.02049192314292,0.812,0.05,0,"3","MS4A7"
"3.APOC1",0,6.11108816743298,0.802,0.042,0,"3","APOC1"
"3.LYZ",0,2.91062009016277,0.86,0.102,0,"3","LYZ"
"3.FCGR3A",0,3.90386843957473,0.819,0.064,0,"3","FCGR3A"
"3.FCGRT",0,4.12016807445115,0.855,0.108,0,"3","FCGRT"
"3.CD14",0,4.77350011159608,0.783,0.045,0,"3","CD14"
"3.FCGR2A",0,4.68624503822551,0.779,0.043,0,"3","FCGR2A"
"3.MARCKS",0,4.16208794476439,0.786,0.065,0,"3","MARCKS"
"3.MAFB",0,4.46598294351647,0.768,0.047,0,"3","MAFB"
"3.GLUL",0,3.23215959692034,0.895,0.175,0,"3","GLUL"
"3.CTSB",0,4.29256699396863,0.94,0.22,0,"3","CTSB"
"3.GRN",0,3.61127553213383,0.878,0.159,0,"3","GRN"
"3.PLAUR",0,2.90509841314665,0.804,0.099,0,"3","PLAUR"
"3.RNF130",0,3.57805578701982,0.783,0.079,0,"3","RNF130"
"3.CYBB",0,3.81408468654989,0.769,0.068,0,"3","CYBB"
"3.TMEM176B",0,4.71461242548092,0.743,0.045,0,"3","TMEM176B"
"3.DAB2",0,6.00654772743853,0.718,0.024,0,"3","DAB2"
"3.SPI1",0,3.35869980564539,0.771,0.079,0,"3","SPI1"
"3.CTSZ",0,4.03714587433778,0.804,0.112,0,"3","CTSZ"
"3.NPC2",0,3.23545373763897,0.95,0.258,0,"3","NPC2"
"3.CTSL",0,4.05918554347988,0.76,0.071,0,"3","CTSL"
"3.TMEM176A",0,4.71248955551679,0.717,0.041,0,"3","TMEM176A"
"3.RNASE1",0,6.38715092462205,0.699,0.023,0,"3","RNASE1"
"3.PLTP",0,6.30658604318294,0.689,0.027,0,"3","PLTP"
"3.LGMN",0,5.18537785068247,0.706,0.045,0,"3","LGMN"
"3.CREG1",0,3.87615716421238,0.715,0.067,0,"3","CREG1"
"3.SERPINA1",0,3.05839093681939,0.707,0.059,0,"3","SERPINA1"
"3.CSF1R",0,4.59725303886945,0.682,0.036,0,"3","CSF1R"
"3.LST1",0,2.30122500634391,0.739,0.095,0,"3","LST1"
"3.IER3",0,3.08157100805262,0.77,0.127,0,"3","IER3"
"3.MSR1",0,5.59642981945441,0.66,0.019,0,"3","MSR1"
"3.ASAH1",0,3.17702615884476,0.772,0.133,0,"3","ASAH1"
"3.CXCL16",0,3.40093126437978,0.705,0.066,0,"3","CXCL16"
"3.PSAP",0,3.57700316499852,0.948,0.313,0,"3","PSAP"
"3.ADAP2",0,4.73500670481782,0.666,0.035,0,"3","ADAP2"
"3.MFSD1",0,3.14053322225889,0.726,0.097,0,"3","MFSD1"
"3.RAB31",0,3.38212494834649,0.694,0.065,0,"3","RAB31"
"3.RASSF4",0,4.14140106882193,0.669,0.044,0,"3","RASSF4"
"3.GSN",0,3.2468292324739,0.692,0.071,0,"3","GSN"
"3.SLCO2B1",0,6.06288337028261,0.635,0.015,0,"3","SLCO2B1"
"3.HLA-DMA",0,2.52866830472109,0.852,0.236,0,"3","HLA-DMA"
"3.CTSH",0,2.84174378342816,0.737,0.122,0,"3","CTSH"
"3.SOD2",0,2.87082938363632,0.855,0.241,0,"3","SOD2"
"3.TGFBI",0,3.93846986708179,0.661,0.048,0,"3","TGFBI"
"3.HMOX1",0,4.44489177973242,0.659,0.046,0,"3","HMOX1"
"3.MS4A4A",0,5.40840706994538,0.632,0.022,0,"3","MS4A4A"
